time,장명(배) 유입유량 순시
2020-08-04,450.9277777777778
2020-08-05,435.1
2020-08-06,386.975
2020-08-07,391.38194444444446
2020-08-08,434.7
2020-08-09,417.5208333333333
2020-08-10,418.1298611111111
2020-08-11,412.7701388888889
2020-08-12,437.20625
2020-08-13,415.4770833333333
2020-08-14,467.6222222222222
2020-08-15,423.9534722222222
2020-08-16,443.21805555555557
2020-08-17,441.47291666666666
2020-08-18,412.47569444444446
2020-08-19,397.11597222222224
2020-08-20,458.3618055555556
2020-08-21,397.5048611111111
2020-08-22,424.1201388888889
2020-08-23,425.43402777777777
2020-08-24,430.9243055555556
2020-08-25,391.50416666666666
2020-08-26,412.18333333333334
2020-08-27,381.30625
2020-08-28,419.7416666666667
2020-08-29,424.2319444444444
2020-08-30,412.4659722222222
2020-08-31,398.60625
2020-09-01,441.17083333333335
2020-09-02,379.59375
2020-09-03,381.0763888888889
2020-09-04,402.8569444444444
2020-09-05,401.87083333333334
2020-09-06,391.4402777777778
2020-09-07,401.3076388888889
2020-09-08,376.67083333333335
2020-09-09,418.2583333333333
2020-09-10,393.69375
2020-09-11,385.01944444444445
2020-09-12,385.85833333333335
2020-09-13,443.02222222222224
2020-09-14,386.40972222222223
2020-09-15,397.27777777777777
2020-09-16,375.54791666666665
2020-09-17,394.81597222222223
2020-09-18,378.2013888888889
2020-09-19,437.4583333333333
2020-09-20,397.7763888888889
2020-09-21,404.88958333333335
2020-09-22,385.44305555555553
2020-09-23,419.50902777777776
2020-09-24,355.6152777777778
2020-09-25,438.5854166666667
2020-09-26,397.1152777777778
2020-09-27,418.4291666666667
2020-09-28,404.7215277777778
2020-09-29,462.88055555555553
2020-09-30,421.18333333333334
2020-10-01,437.6486111111111
2020-10-02,397.43125
2020-10-03,414.75416666666666
2020-10-04,405.13402777777776
2020-10-05,349.3513888888889
2020-10-06,387.8125
2020-10-07,428.8902777777778
2020-10-08,385.37083333333334
2020-10-09,412.1152777777778
2020-10-10,405.08680555555554
2020-10-11,414.22777777777776
2020-10-12,341.8597222222222
2020-10-13,429.5027777777778
2020-10-14,388.01180555555555
2020-10-15,388.70694444444445
2020-10-16,366.51666666666665
2020-10-17,424.0861111111111
2020-10-18,375.4763888888889
2020-10-19,414.02708333333334
2020-10-20,355.76875
2020-10-21,379.04375
2020-10-22,415.6375
2020-10-23,393.14930555555554
2020-10-24,370.02986111111113
2020-10-25,449.69444444444446
2020-10-26,379.9458333333333
2020-10-27,386.07430555555555
2020-10-28,390.8951388888889
2020-10-29,401.8798611111111
2020-10-30,378.27777777777777
2020-10-31,399.1013888888889
2020-11-01,390.7013888888889
2020-11-02,435.97569444444446
2020-11-03,359.74444444444447
2020-11-04,379.8625
2020-11-05,396.9270833333333
2020-11-06,392.49652777777777
2020-11-07,433.75625
2020-11-08,436.21944444444443
2020-11-09,355.6020833333333
2020-11-10,431.20625
2020-11-11,390.8076388888889
2020-11-12,372.40763888888887
2020-11-13,422.8618055555556
2020-11-14,423.9763888888889
2020-11-15,394.4472222222222
2020-11-16,406.6222222222222
2020-11-17,344.7944444444444
2020-11-18,417.79027777777776
2020-11-19,395.54375
2020-11-20,394.575
2020-11-21,387.73125
2020-11-22,397.11597222222224
2020-11-23,407.85069444444446
2020-11-24,387.22430555555553
2020-11-25,354.94930555555555
2020-11-26,402.79791666666665
2020-11-27,394.83125
2020-11-28,406.9013888888889
2020-11-29,398.29583333333335
2020-11-30,382.4159722222222
2020-12-01,386.15555555555557
2020-12-02,390.59722222222223
2020-12-03,377.83680555555554
2020-12-04,399.4479166666667
2020-12-05,409.76180555555555
2020-12-06,406.9013888888889
2020-12-07,377.9611111111111
2020-12-08,391.8513888888889
2020-12-09,354.4576388888889
2020-12-10,389.16041666666666
2020-12-11,358.52222222222224
2020-12-12,400.3701388888889
2020-12-13,392.0875
2020-12-14,397.9472222222222
2020-12-15,327.7013888888889
2020-12-16,392.1173611111111
2020-12-17,392.45972222222224
2020-12-18,395.0826388888889
2020-12-19,350.97083333333336
2020-12-20,412.3958333333333
2020-12-21,401.58958333333334
2020-12-22,376.2215277777778
2020-12-23,382.0152777777778
2020-12-24,382.0180555555556
2020-12-25,398.88125
2020-12-26,402.2972222222222
2020-12-27,382.4791666666667
2020-12-28,367.0652777777778
2020-12-29,393.89930555555554
2020-12-30,368.19375
2020-12-31,388.5083333333333
2021-01-01,380.0
